Brand,Category,Color0,Color1,Color2,Color3,Color4,Color5,Rating,URL,Average_Price,C0_stock,C1_stock,C2_stock,C3_stock,C4_stock,C5_stock,Total_stock,Gender,Price_type
Club Room,Coats & Jackets,Black,Heather Char,Olive,Camouflage,Navy,Port,4.4706,https://www.macys.com/shop/product/club-room-mens-down-packable-vest-created-for-macys?ID=12646111&CategoryID=197651,42,10,10,10,10,10,10,70,Men,Reasonable
Van Heusen,Dress Shirts,Black,Blue Velvet,Grey,Red,,,4.2667,https://www.macys.com/shop/product/van-heusen-mens-fitted-stretch-wrinkle-free-sateen-solid-dress-shirt?ID=6531631&CategoryID=197651,35,171,135,181,172,0,0,659,Men,Reasonable
PGA TOUR,Polos,Spring Bouquet,Tanger Turquoise,All Aboard,Firelight,,,5,https://www.macys.com/shop/product/pga-tour-mens-feeder-stripe-performance-golf-polo-shirt?ID=13676999&CategoryID=197651,NA,10,4,0,10,0,0,24,Men,NA
Levi's,Jeans,Native Cali,Panda,Myers Day-Future Flex TNL,Davie Ivy-Future Flex,Crying Sky,Clean Run,4.4143,https://www.macys.com/shop/product/levis-flex-mens-big-tall-502-taper-jeans?ID=10923877&CategoryID=197651,47.86,444,390,495,373,253,404,2630,Men,Reasonable
Seiko,Jewelry & Watches,No Color,,,,,,3.6,https://www.macys.com/shop/product/seiko-mens-automatic-recraft-brown-leather-strap-watch-44mm-snkn37?ID=2041540&CategoryID=197651,101.25,0,0,0,0,0,0,0,Men,Expensive
PRADA LINEA ROSSA,Sunglasses,BLACK RUBBER,BLACK,,,,,0,https://www.macys.com/shop/product/prada-linea-rossa-sunglasses-ps-01xs-59?ID=11737111&CategoryID=197651,210.7,0,0,0,0,0,0,0,Men,Expensive
PRADA LINEA ROSSA,Men,White Rubber,Black Rubber,Yellow Rubber,,,,1,https://www.macys.com/shop/product/prada-linea-rossa-mens-sunglasses-ps-04ws-39?ID=13018691&CategoryID=197651,244.3,0,0,0,0,0,0,0,Men,Expensive
Perry Ellis Portfolio,Pajamas & Robes,White,,,,,,0,https://www.macys.com/shop/product/perry-ellis-portfolio-mens-plaid-windowpane-sleep-pants?ID=13624542&CategoryID=197651,15.4,1,0,0,0,0,0,1,Men,Reasonable
Ray-Ban,Sunglasses,GOLD/GREEN POLAR,BLACK/GREEN POLAR,BLACK MATTE/GREEN POLAR,GOLD/BROWN POLAR,GOLD MATTE/BROWN POLAR,Gold/Brown,4.6152,https://www.macys.com/shop/product/ray-ban-polarized-sunglasses-rb3025-aviator?ID=1495533&CategoryID=197651,NA,3,3,1,3,0,1,13,Men,NA
Movado,General,Black,,,,,,3.6667,https://www.macys.com/shop/product/movado-mens-bold-sport-swiss-grey-leather-strap-watch-44.5mm?ID=12954812&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Ray-Ban,Sunglasses,Silver-Tone,Arista,,,,,0,https://www.macys.com/shop/product/ray-ban-unisex-sunglasses-rb3682-51?ID=13169049&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Polo Ralph Lauren,Polos,Verano Green Multi,,,,,,0,https://www.macys.com/shop/product/polo-ralph-lauren-mens-custom-slim-fit-big-pony-mesh-polo-shirt?ID=13910885&CategoryID=197651,NA,15,0,0,0,0,0,15,Men,NA
UGG&reg;,Shoes,Chestnut,Black,Chocolate,Key Lime,Dark Grey,Clementine,4.7221,https://www.macys.com/shop/product/ugg-mens-tasman-clog-slippers?ID=2960916&CategoryID=197651,NA,66,55,40,66,19,47,293,Men,NA
Fitbit,Jewelry & Watches,Pink Clay And Soft Gold,,,,,,3.5,https://www.macys.com/shop/product/fitbit-versa-3-pink-clay-strap-smart-watch-39mm?ID=11481504&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Skechers,Finish Line Men's Shoes,Black,,,,,,4.6118,https://www.macys.com/shop/product/skechers-mens-summits-slip-on-athletic-training-sneakers-from-finish-line?ID=10375164&CategoryID=197651,NA,6,0,0,0,0,0,6,Men,NA
Levi's,Jeans,Native Cali,Morrow,,,,,3.7708,https://www.macys.com/shop/product/levis-flex-mens-510-skinny-fit-jeans?ID=10942683&CategoryID=197651,41.84,382,364,0,0,0,0,746,Men,Reasonable
Seiko,General,Gold,,,,,,3,https://www.macys.com/shop/product/seiko-mens-essentials-black-leather-strap-watch-28mm?ID=12365178&CategoryID=197651,161.25,0,0,0,0,0,0,0,Men,Expensive
Pre-Owned Rolex,General,Moher Of Pearl,,,,,,5,https://www.macys.com/shop/product/pre-owned-rolex-mens-swiss-automatic-datejust-jubilee-diamond-1-1-2-ct.-t.w.-18k-gold-stainless-steel-bracelet-watch-36mm?ID=13923737&CategoryID=197651,13121.25,0,0,0,0,0,0,0,Men,Expensive
Jack & Jones,Accessories,Black,,,,,,0,https://www.macys.com/shop/product/jack-jones-mens-zody-tote-bag?ID=13555128&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Polo Ralph Lauren,Pants,Light Sport Heather,Alaskan Heather,Cruise Navy,Polo Black,,,4.7358,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-cotton-blend-fleece-pants?ID=2951378&CategoryID=197651,NA,28,28,28,28,0,0,112,Men,NA
Haggar,Pants,Black,Char. Htr,Med Khaki,Dk Navy,,,4.4545,https://www.macys.com/shop/product/haggar-mens-big-tall-iron-free-premium-khaki-classic-fit-flat-front-pant?ID=9186617&CategoryID=197651,45.49,78,102,290,210,0,0,680,Men,Reasonable
Lugz,Shoes,Black,"Black, Gum - Faux Leather","As, Dka, Black - Polyurethane","Dark Brown, Falcon, Black",,,4.4878,https://www.macys.com/shop/product/lugz-mens-mantle-mid-boot?ID=10043333&CategoryID=197651,53.54,45,217,115,172,0,0,549,Men,Reasonable
Easy Spirit,Shoes,Black Multi,Taupe,Dark Blue,,,,0,https://www.macys.com/shop/product/easy-spirit-mens-canyon-casual-sneakers?ID=14362753&CategoryID=197651,62.37,153,153,137,0,0,0,443,Men,Reasonable
Ray-Ban,Sunglasses,GREEN MIRROR POLAR/BLACK,GREEN MIRROR POLAR/BROWN,,,,,4.4528,https://www.macys.com/shop/product/ray-ban-polarized-sunglasses-rb3016-clubmaster?ID=5735086&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Citizen,Jewelry & Watches,No Color,,,,,,4.8182,https://www.macys.com/shop/product/citizen-mens-gold-tone-stainless-bracelet-watch-41mm-bf2013-56p?ID=2183457&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Michael Kors,Dress Shirts,White,,,,,,3.9167,https://www.macys.com/shop/product/michael-kors-mens-classic-regular-fit-airsoft-stretch-non-iron-performance-solid-french-cuff-dress-shirt?ID=5225993&CategoryID=197651,NA,190,0,0,0,0,0,190,Men,NA
Polo Ralph Lauren,Casual Button-Down Shirts,Red/Navy Multi,,,,,,0,https://www.macys.com/shop/product/polo-ralph-lauren-classic-fit-indigo-madras-workshirt?ID=13350772&CategoryID=197651,93.75,15,0,0,0,0,0,15,Men,Reasonable
Ray-Ban,Men,Black,,,,,,4.4194,https://www.macys.com/shop/product/ray-ban-unisex-sunglasses-rb4194-53?ID=1156344&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Movado,Jewelry & Watches,Black/Gold Black,,,,,,4.9412,https://www.macys.com/shop/product/movado-mens-swiss-museum-classic-black-leather-strap-watch-40mm?ID=6273056&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Ecco,Shoes,Cognac,Black,,,,,0,https://www.macys.com/shop/product/ecco-mens-helsinki-slip-on-loafers?ID=13395130&CategoryID=197651,NA,36,28,0,0,0,0,64,Men,NA
Cubavera,Pants,Brilliant White,Jet Black,Silver Lining,,,,0,https://www.macys.com/shop/product/cubavera-mens-big-tall-textured-drawstring-pants?ID=13721604&CategoryID=197651,47.6,6,70,10,0,0,0,86,Men,Reasonable
Nunn Bush,Shoes,Black,,,,,,4.3333,https://www.macys.com/shop/product/nunn-bush-mens-marvin-street-oxfords-with-kore-comfort-technology?ID=9911233&CategoryID=197651,74.99,326,0,0,0,0,0,326,Men,Reasonable
Johnston & Murphy,Shoes,Black,,,,,,4.4365,https://www.macys.com/shop/product/johnston-murphy-mens-conard-cap-toe-oxford?ID=4873317&CategoryID=197651,NA,28,0,0,0,0,0,28,Men,NA
G-Shock,General,No Color,,,,,,4.3099,https://www.macys.com/shop/product/g-shock-mens-analog-digital-black-resin-strap-watch?ID=590829&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Johnston & Murphy,Shoes,Tan,Black,,,,,0,https://www.macys.com/shop/product/johnston-murphy-mens-branson-slide-sandals?ID=13511011&CategoryID=197651,89.1,15,15,0,0,0,0,30,Men,Reasonable
Seiko,Jewelry & Watches,Black,,,,,,4.6,https://www.macys.com/shop/product/limited-edition-seiko-mens-automatic-5-sports-black-nylon-strap-watch-42.5mm-created-for-macys?ID=10223945&CategoryID=197651,221.25,0,0,0,0,0,0,0,Men,Expensive
Seiko,General,Black,,,,,,4.7188,https://www.macys.com/shop/product/seiko-mens-automatic-5-sports-stainless-steel-bracelet-watch-40mm?ID=11437109&CategoryID=197651,206.25,0,0,0,0,0,0,0,Men,Expensive
Lauren Ralph Lauren,Dress Shirts,Purple Multi,,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-ultraflex-stretch-regular-fit-wrinkle-free-dress-shirt?ID=13158833&CategoryID=197651,55.65,105,0,0,0,0,0,105,Men,Reasonable
Citizen,Jewelry & Watches,No Color,,,,,,4.25,https://www.macys.com/shop/product/citizen-mens-gold-tone-stainless-steel-bracelet-watch-42mm-ag8342-52l?ID=1523975&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Tommy Hilfiger,Men,White,Navy,Red,Black,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-reiss-pool-slide-sandals?ID=12253539&CategoryID=197651,15.75,21,21,21,12,0,0,75,Men,Reasonable
Haggar,Pants,Black,Khaki,Navy,Chcoal Htr,,,4.3149,https://www.macys.com/shop/product/haggar-mens-big-tall-cool-18-pro-classic-fit-expandable-waist-flat-front-stretch-dress-pants?ID=4873093&CategoryID=197651,45.49,120,43,74,147,0,0,384,Men,Reasonable
Seiko,General,Orange,,,,,,4.7143,https://www.macys.com/shop/product/seiko-mens-automatic-stainless-steel-bracelet-watch-40mm?ID=11437098&CategoryID=197651,221.25,0,0,0,0,0,0,0,Men,Expensive
INC International Concepts,Jeans,Light Wash,,,,,,5,https://www.macys.com/shop/product/inc-international-concepts-mens-cal-slim-straight-fit-jeans-created-for-macys?ID=13140688&CategoryID=197651,36.48,153,0,0,0,0,0,153,Men,Reasonable
Levi's,Jeans,Black - Waterless,Dark Stonewash - Waterless,Medium Stonewash - Waterless,Rinse,Clif,,4.1341,https://www.macys.com/shop/product/levis-mens-big-tall-550-relaxed-fit-jeans?ID=202367&CategoryID=197651,41.84,453,399,500,472,332,0,2156,Men,Reasonable
Ray-Ban,Sunglasses,Gold/Brown,Gunmetal/Brown,Gold/Blue,"Bronze Shiny, Pink Gradient","Gold, Gray Gradient",,4.619,https://www.macys.com/shop/product/ray-ban-unisex-sunglasses-rb3025-58-aviator-collection?ID=616200&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Oakley,Men,Tortoise,,,,,,4.3889,https://www.macys.com/shop/product/oakley-mens-rectangle-sunglasses-oo9341-57-sliver-xl?ID=2883657&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Nike,Finish Line Men's Shoes,"White, Wolf Gray, Black",,,,,,0,https://www.macys.com/shop/product/nike-mens-air-max-97-running-sneakers-from-finish-line?ID=7806175&CategoryID=197651,NA,45,0,0,0,0,0,45,Men,NA
Bulova,Jewelry & Watches,Gold,,,,,,4.7436,https://www.macys.com/shop/product/bulova-mens-futuro-diamond-dress-diamond-accent-gold-tone-stainless-steel-bracelet-watch-42mm?ID=4819955&CategoryID=197651,356.25,0,0,0,0,0,0,0,Men,Expensive
Oakley,Men,Gray,,,,,,4.384,https://www.macys.com/shop/product/oakley-mens-rectangle-sunglasses-oo9341-57-sliver-xl?ID=2883659&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Michael Kors,Coats & Jackets,Black,Dark Heather Gray,Camel,,,,4.6667,https://www.macys.com/shop/product/michael-kors-mens-big-tall-madison-wool-blend-overcoat?ID=2238373&CategoryID=197651,177.99,10,20,8,0,0,0,38,Men,Expensive
Fitbit,Jewelry & Watches,Black,,,,,,2.8,https://www.macys.com/shop/product/fitbit-versa-3-black-strap-smart-watch-39mm?ID=11481503&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Levi's,Shorts,Caviar,Gray Flannel,Ocana Ikat Pirate Black,,,,4.75,https://www.macys.com/shop/product/levis-mens-xx-chino-ez-shorts?ID=12297823&CategoryID=197651,29.8,10,10,1,0,0,0,21,Men,Reasonable
Versace,Sunglasses,Gold/Grey,,,,,,4.913,https://www.macys.com/shop/product/versace-sunglasses-ve2140?ID=900385&CategoryID=197651,183.4,0,0,0,0,0,0,0,Men,Expensive
Gucci,Sunglasses,Black,Brown,Gray,,,,0,https://www.macys.com/shop/product/gucci-unisex-sunglasses-gg1084s-54?ID=14647553&CategoryID=197651,325.5,0,0,0,0,0,0,0,Men,Expensive
Michelsons,Dress Shirts,White,,,,,,4.093,https://www.macys.com/shop/product/michelsons-of-london-mens-classic-regular-fit-stretch-pleated-bib-french-cuff-tuxedo-shirt?ID=6784517&CategoryID=197651,59.5,136,0,0,0,0,0,136,Men,Reasonable
Weatherproof Vintage,Shoes,Black,Brown,,,,,4.5283,https://www.macys.com/shop/product/weatherproof-vintage-mens-caleb-fisherman-sandals?ID=10661504&CategoryID=197651,21,6,5,0,0,0,0,11,Men,Reasonable
Victory Sportswear,Coats & Jackets,Black,,,,,,0,https://www.macys.com/shop/product/victory-sportswear-retro-leather-mens-jacket?ID=10148049&CategoryID=197651,100.8,10,0,0,0,0,0,10,Men,Expensive
Levi's,Jeans,Craisin,Dill Pickle,She Said She Said,,,,4.75,https://www.macys.com/shop/product/levis-mens-501-93-fit-straight-jeans?ID=10577628&CategoryID=197651,47.86,171,227,231,0,0,0,629,Men,Reasonable
Rockport,Shoes,Tan Woven,Tan,Black Woven,Java,Black,,4,https://www.macys.com/shop/product/mens-preston-penny-shoes?ID=13877886&CategoryID=197651,87.5,121,211,154,192,279,0,957,Men,Reasonable
Levi's,Jeans,Walter,Midnight Worn,Clean Run,Everyday Indigo,Myers Crescent,Gray Is Better Adv,3.951,https://www.macys.com/shop/product/levis-mens-514-straight-fit-eco-performance-jeans?ID=11525115&CategoryID=197651,41.84,480,420,489,412,253,202,3082,Men,Reasonable
Nike,Finish Line Men's Shoes,University Red,,,,,,5,https://www.macys.com/shop/product/nike-mens-air-max-270-casual-sneakers-from-finish-line?ID=11045332&CategoryID=197651,NA,10,0,0,0,0,0,10,Men,NA
Citizen,Jewelry & Watches,No Color,,,,,,4.8125,https://www.macys.com/shop/product/citizen-mens-two-tone-stainless-steel-bracelet-41mm?ID=2183459&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Nike,Finish Line Men's Shoes,"White, Sandrift, Black, Plat",,,,,,0,https://www.macys.com/shop/product/nike-mens-air-max-270-casual-sneakers-from-finish-line?ID=12708683&CategoryID=197651,NA,45,0,0,0,0,0,45,Men,NA
Polo Ralph Lauren,Jeans,Rivera Stretch,,,,,,4.4444,https://www.macys.com/shop/product/polo-ralph-lauren-mens-sullivan-slim-stretch-jeans?ID=13942006&CategoryID=197651,NA,190,0,0,0,0,0,190,Men,NA
Florsheim,Shoes,Black,Antique Gold,,,,,4.5852,https://www.macys.com/shop/product/florsheim-mens-duke-bike-toe-ankle-boot?ID=674295&CategoryID=197651,NA,153,82,0,0,0,0,235,Men,NA
Macy's,Necklaces,Black,Silver,Gold Over Silver,,,,3.8,https://www.macys.com/shop/product/mens-diamond-circle-22-pendant-necklace-1-2-ct.-t.w.-in-sterling-silver-also-in-black-diamond?ID=12677032&CategoryID=197651,365.75,0,0,0,0,0,0,0,Men,Expensive
Hanes,Underwear & Socks,Black,Blue Combo,,,,,4,https://www.macys.com/shop/product/hanes-mens-5-pk.-performance-boxer-briefs?ID=11527465&CategoryID=197651,28,6,6,0,0,0,0,12,Men,Reasonable
Skechers,Finish Line Men's Shoes,Black,,,,,,4.6579,https://www.macys.com/shop/product/skechers-mens-gowalk-max-slip-on-extra-wide-walking-sneakers-from-finish-line?ID=11391384&CategoryID=197651,NA,15,0,0,0,0,0,15,Men,NA
Alfani,Dress Shirts,Mint White,Lavendar White,,,,,0,https://www.macys.com/shop/product/alfani-mens-regular-fit-traveler-stretch-dress-shirt-created-for-macys?ID=13812481&CategoryID=197651,45.5,45,45,0,0,0,0,90,Men,Reasonable
Perry Ellis,Ties & Pocket Squares,Black,Navy,Red,Gold,,,5,https://www.macys.com/shop/product/perry-ellis-mens-dexter-neat-tie?ID=9895169&CategoryID=197651,38.5,0,0,0,0,0,0,0,Men,Reasonable
Royalty by Maluma,Coats & Jackets,Blue Camo,,,,,,0,https://www.macys.com/shop/product/royalty-by-maluma-mens-fitted-wave-print-full-zip-hooded-utility-vest-created-for-macys?ID=13904732&CategoryID=197651,45.99,10,0,0,0,0,0,10,Men,Reasonable
Jones New York,Dress Shirts,White,,,,,,4,https://www.macys.com/shop/product/jones-new-york-mens-solid-dress-shirt?ID=10404907&CategoryID=197651,41.65,45,0,0,0,0,0,45,Men,Reasonable
Perry Ellis,Ties & Pocket Squares,Orange,,,,,,4,https://www.macys.com/shop/product/perry-ellis-mens-geo-print-tie?ID=13732803&CategoryID=197651,15.4,0,0,0,0,0,0,0,Men,Reasonable
Club Room,Dress Shirts,Yellow Navy,White Red,Navy Blue,,,,5,https://www.macys.com/shop/product/club-room-mens-regular-fit-cotton-dress-shirt-created-for-macys?ID=13438787&CategoryID=197651,38.5,153,189,190,0,0,0,532,Men,Reasonable
EFFY Collection,Jewelry & Watches,Sterling Silver,,,,,,0,https://www.macys.com/shop/product/effy-mens-diamond-ring-1-6-ct.-t.w.-in-sterling-silver?ID=13806316&CategoryID=197651,192.5,0,0,0,0,0,0,0,Men,Expensive
Colosseum,Sports Fan Shop,Heather Black,,,,,,0,https://www.macys.com/shop/product/mens-heather-black-wisconsin-badgers-down-swing-polo-shirt?ID=13121075&CategoryID=197651,29.99,10,0,0,0,0,0,10,Men,Reasonable
Club Room,"Hats, Gloves & Scarves",Black,Grey,,,,,0,https://www.macys.com/shop/product/club-room-mens-promo-gloves-created-for-macys?ID=13043803&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Champion,Activewear,Stealth/black,Lakeside Green,Cargo Olive,,,,5,https://www.macys.com/shop/product/champion-mens-city-sport-8-shorts?ID=12671671&CategoryID=197651,NA,0,10,7,0,0,0,17,Men,NA
Seiko,Jewelry & Watches,Silver,,,,,,3.5,https://www.macys.com/shop/product/seiko-mens-chronograph-stainless-steel-bracelet-watch-42.7mm?ID=8456561&CategoryID=197651,236.25,0,0,0,0,0,0,0,Men,Expensive
Michelsons,Dress Shirts,White,,,,,,4.1143,https://www.macys.com/shop/product/michelsons-of-london-mens-slim-fit-stretch-pleated-bib-french-cuff-tuxedo-shirt?ID=6784513&CategoryID=197651,59.5,153,0,0,0,0,0,153,Men,Reasonable
Tommy Hilfiger,Shoes,Navy,Light Gray,,,,,5,https://www.macys.com/shop/product/tommy-hilfiger-mens-carlid-sneakers?ID=12241027&CategoryID=197651,53.55,55,43,0,0,0,0,98,Men,Reasonable
adidas,Underwear & Socks,White,Black,,,,,4.641,https://www.macys.com/shop/product/adidas-mens-low-cut-cushioned-extended-size-socks-6-pack?ID=2640540&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXT-93226546-9e30-4357-98fa-fb95366cb3b6%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%242640540~xcm_pos~zPos1~xcm_srcCatID~z57,NA,0,0,0,0,0,0,0,Men,NA
Citizen,General,Silver,,,,,,4.5957,https://www.macys.com/shop/product/citizen-eco-drive-mens-analog-digital-promaster-blue-angels-skyhawk-a-t-stainless-steel-bracelet-watch-46mm?ID=6820254&CategoryID=197651,562.5,0,0,0,0,0,0,0,Men,Expensive
Pre-Owned Rolex,Jewelry & Watches,Two Tone,,,,,,4,https://www.macys.com/shop/product/pre-owned-rolex-mens-tt-datejust-jubilee-with-white-roman-dial?ID=3601810&CategoryID=197651,10196.25,0,0,0,0,0,0,0,Men,Expensive
Steve Madden,Shoes,Black Leather,Tan Leather,,,,,0,https://www.macys.com/shop/product/mens-aahron-loafer-shoes?ID=13895825&CategoryID=197651,NA,66,12,0,0,0,0,78,Men,NA
Macy's,Jewelry & Watches,No Color,,,,,,3.9057,https://www.macys.com/shop/product/mens-diamond-earrings-in-stainless-steel-1-4-ct.-t.w.?ID=1966055&CategoryID=197651,210,0,0,0,0,0,0,0,Men,Expensive
POLAR ARMOR,Shoes,Black,Gray,Wheat,,,,0,https://www.macys.com/shop/product/polar-armor-mens-all-function-utility-classic-work-boots?ID=13518346&CategoryID=197651,50.4,15,15,10,0,0,0,40,Men,Reasonable
Ray-Ban,Sunglasses,GUNMETAL/GREY POLAR,Gunmetal/Grey,GUNMETAL/BLUE MIRROR POLAR,GUNMETAL/SILVER MIRROR POLAR,,,4.3646,https://www.macys.com/shop/product/ray-ban-polarized-sunglasses-rb8313?ID=2595478&CategoryID=197651,NA,1,0,1,0,0,0,2,Men,NA
Alfani,Shoes,Black,,,,,,4.8571,https://www.macys.com/shop/product/alfani-mens-warner-patent-lace-up-oxfords-created-for-macys?ID=11853223&CategoryID=197651,39.19,66,0,0,0,0,0,66,Men,Reasonable
Johnston & Murphy,Shoes,Burgundy,Tan,Black,,,,0,https://www.macys.com/shop/product/johnston-murphy-mens-stockton-cap-toe-dress-shoes?ID=14773891&CategoryID=197651,NA,55,55,55,0,0,0,165,Men,NA
Stacy Adams,Shoes,Black,Brown,White,,,,4.6463,https://www.macys.com/shop/product/stacy-adams-mens-madison-boot?ID=347019&CategoryID=197651,NA,276,106,110,0,0,0,492,Men,NA
Movado,Jewelry & Watches,Black,,,,,,5,https://www.macys.com/shop/product/movado-mens-swiss-chronograph-bold-evolution-black-ion-plated-steel-bracelet-watch-42mm?ID=10353347&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Johnston & Murphy,Shoes,Black,Red Brown,,,,,4.5808,https://www.macys.com/shop/product/johnston-murphy-copeland-chukka-boots?ID=2406761&CategoryID=197651,NA,21,78,0,0,0,0,99,Men,NA
Rockport,Shoes,Black,Tan,,,,,3,https://www.macys.com/shop/product/mens-bryant-plain-toe-shoes?ID=12175778&CategoryID=197651,70,203,45,0,0,0,0,248,Men,Reasonable
Lacoste,Casual Button-Down Shirts,Navy,,,,,,0,https://www.macys.com/shop/product/lacoste-mens-regular-fit-long-sleeve-linen-pocket-shirt?ID=11351555&CategoryID=197651,105,0,0,0,0,0,0,0,Men,Expensive
Tommy Hilfiger,Accessories,Black,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-leo-logo-embossed-sling-backpack?ID=14492636&CategoryID=197651,96.6,0,0,0,0,0,0,0,Men,Reasonable
A|X Armani Exchange,General,Gold Tone,,,,,,3.6667,https://www.macys.com/shop/product/ax-armani-exchange-mens-chronograph-gold-tone-stainless-steel-bracelet-watch-48mm?ID=12258629&CategoryID=197651,195,0,0,0,0,0,0,0,Men,Expensive
Ray-Ban,Sunglasses,TORTOISE/BROWN POLAR,BLACK/GREEN POLAR,Brown/Green,Black/Green,,,4.5363,https://www.macys.com/shop/product/ray-ban-polarized-sunglasses-rb2140-original-wayfarer?ID=3425580&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Skagen,General,Red,,,,,,4.411,https://www.macys.com/shop/product/skagen-aaren-kulor-aluminum-silicone-strap-watch-36mm?ID=8061675&CategoryID=197651,53.44,0,0,0,0,0,0,0,Men,Reasonable
Gucci,Jewelry & Watches,Black,,,,,,4.3333,https://www.macys.com/shop/product/gucci-mens-g-timeless-black-leather-strap-watch-38mm?ID=4615126&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Club Room,Ties & Pocket Squares,Yellow,,,,,,0,https://www.macys.com/shop/product/club-room-mens-classic-dot-tie-created-for-macys?ID=12193328&CategoryID=197651,15.4,0,0,0,0,0,0,0,Men,Reasonable
Tommy Hilfiger,Shoes,Light Gray,,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-lampkin-low-top-sneaker-with-flag?ID=13386226&CategoryID=197651,53.55,45,0,0,0,0,0,45,Men,Reasonable
Bulova,General,Blue/Blue,,,,,,4.7674,https://www.macys.com/shop/product/bulova-mens-automatic-marine-star-blue-silicone-strap-watch-45mm?ID=8023715&CategoryID=197651,468.75,0,0,0,0,0,0,0,Men,Expensive
Champion,Finish Line Men's Shoes,"Black, Red",,,,,,5,https://www.macys.com/shop/product/champion-mens-xg-tech-pro-casual-sneakers-from-finish-line?ID=13054496&CategoryID=197651,NA,21,0,0,0,0,0,21,Men,NA
Rockport,Men,Brown II,,,,,,4.5,https://www.macys.com/shop/product/mens-darwyn-fishermen-sandals?ID=4540957&CategoryID=197651,59.95,91,0,0,0,0,0,91,Men,Reasonable
Bulova,Jewelry & Watches,Silver,,,,,,4.9286,https://www.macys.com/shop/product/bulova-mens-stainless-steel-crystal-accent-bracelet-watch-41.5mm?ID=6272974&CategoryID=197651,446.25,0,0,0,0,0,0,0,Men,Expensive
Disney,Ties & Pocket Squares,Black,,,,,,0,https://www.macys.com/shop/product/disney-mickeys-90th-anniversary-compact-silhouette-mens-tie?ID=10579955&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXT-93226546-9e30-4357-98fa-fb95366cb3b6%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2410579955~xcm_pos~zPos4~xcm_srcCatID~z53239,40.6,0,0,0,0,0,0,0,Men,Reasonable
Levi's,Jeans,Tuscany Town,Native Cali,,,,,4.0833,https://www.macys.com/shop/product/levis-flex-mens-skinny-taper-jeans?ID=10406494&CategoryID=197651,47.86,300,301,0,0,0,0,601,Men,Reasonable
Oakley,Men,Black,,,,,,4.4539,https://www.macys.com/shop/product/oakley-mens-rectangle-sunglasses-oo9239-60-crankshaft?ID=1652455&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Timberland,Shoes,Grey Nubuck,Wheat Nubuck,Black Nubuck,,,,4.8421,https://www.macys.com/shop/product/timberland-mens-euro-hiker-reimagined-waterproof-hiking-boot?ID=13395425&CategoryID=197651,NA,10,34,65,0,0,0,109,Men,NA
LA Pop Art,T-Shirts,Black,Gray,,,,,0,https://www.macys.com/shop/product/la-pop-art-native-american-mens-raglan-word-art-t-shirt?ID=11422688&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXT-93226546-9e30-4357-98fa-fb95366cb3b6%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2411422688~xcm_pos~zPos2~xcm_srcCatID~z30423,24.49,15,15,0,0,0,0,30,Men,Reasonable
Stacy Adams,Shoes,Black Patent,,,,,,5,https://www.macys.com/shop/product/mens-cashton-moccasin-toe-lace-shoes?ID=13510406&CategoryID=197651,76.5,91,0,0,0,0,0,91,Men,Reasonable
Junk Food,Casual Button-Down Shirts,Twill,Ballard Blue,,,,,0,https://www.macys.com/shop/product/junk-food-mens-patrick-long-sleeve-woven-shirt?ID=14598860&CategoryID=197651,28.61,10,10,0,0,0,0,20,Men,Reasonable
