Brand,Category,Color0,Color1,Color2,Color3,Color4,Color5,Rating,URL,Average_Price,C0_stock,C1_stock,C2_stock,C3_stock,C4_stock,C5_stock,Total_stock,Gender,Price_type
Perry Ellis,Ties & Pocket Squares,Navy,,,,,,0,https://www.macys.com/shop/product/perry-ellis-mens-selby-neat-tie?ID=13732802&CategoryID=197651,15.4,0,0,0,0,0,0,0,Men,Reasonable
Rockport,Shoes,Leather Brown Leather,,,,,,4.027,https://www.macys.com/shop/product/rockport-mens-xcs-spruce-peak-hiker-shoes?ID=12175803&CategoryID=197651,91,190,0,0,0,0,0,190,Men,Reasonable
Ecco,Shoes,White/Cashmere,Dark Shadow/Magnet,,,,,5,https://www.macys.com/shop/product/ecco-mens-soft-7-street-sneaker?ID=11173438&CategoryID=197651,NA,1,9,0,0,0,0,10,Men,NA
PRADA,Sunglasses,Black,Crystal Fern,,,,,0,https://www.macys.com/shop/product/prada-mens-sunglasses-runway-55?ID=14199582&CategoryID=197651,332.5,0,0,0,0,0,0,0,Men,Expensive
Fitbit,Jewelry & Watches,Platinum And Orchid,,,,,,3,https://www.macys.com/shop/product/fitbit-luxe-fitness-tracker-in-platinum-with-orchid-wrist-band?ID=12440408&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Lauren Ralph Lauren,Pants,Grey,Charcoal,Black,Navy,Tan,,4.1176,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-wool-blend-classic-fit-ultraflex-stretch-dress-pants?ID=8987596&CategoryID=197651,39.99,28,71,60,108,169,0,436,Men,Reasonable
Bulova,Jewelry & Watches,No Color,,,,,,4.5,https://www.macys.com/shop/product/bulova-mens-black-leather-strap-watch-45mm-96b107?ID=395476&CategoryID=197651,146.25,0,0,0,0,0,0,0,Men,Expensive
Johnston & Murphy,Shoes,Gray,Tan,,,,,0,https://www.macys.com/shop/product/johnston-murphy-mens-upton-plain-toe-oxfords?ID=14793577&CategoryID=197651,NA,28,1,0,0,0,0,29,Men,NA
Ray-Ban,Handbags & Accessories,Grey/Black,Tortoise,,,,,4.4088,https://www.macys.com/shop/product/ray-ban-sunglasses-rb4125-cats-5000?ID=510734&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Seiko,General,Silver,,,,,,4.75,https://www.macys.com/shop/product/seiko-mens-automatic-prospex-stainless-steel-bracelet-watch-44mm?ID=12365166&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Dockers,Shoes,Black,Brown,,,,,2.6667,https://www.macys.com/shop/product/dockers-mens-geyer-dress-oxford?ID=11523682&CategoryID=197651,50.4,231,231,0,0,0,0,462,Men,Reasonable
ID Ideology,Activewear,Black/ Black,Charcoal/ Black,Native Green/ Black,Navy/ Navy,Navy/licorice,Indigo Sea,4.7143,https://www.macys.com/shop/product/id-ideology-mens-knit-joggers-created-for-macys?ID=12955305&CategoryID=197651,22.31,60,85,85,72,82,12,478,Men,Reasonable
Fifth Sun,T-Shirts,Red,,,,,,0,https://www.macys.com/shop/product/fifth-sun-mens-marvel-iron-man-21st-birthday-action-pose-short-sleeve-t-shirt?ID=10385964&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXT-93226546-9e30-4357-98fa-fb95366cb3b6%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2410385964~xcm_pos~zPos5~xcm_srcCatID~z30423,17.49,1,0,0,0,0,0,1,Men,Reasonable
Timberland,Shoes,Wheat,Earth,Brown,,,,4,https://www.macys.com/shop/product/timberland-pro-mens-helix-6-composite-toe-waterproof-boots?ID=10332277&CategoryID=197651,NA,0,45,28,0,0,0,73,Men,NA
Ray-Ban,Sunglasses,Black-Green,Havana - Green,Stripped Havana - Brown,Red Havana - Photo Red Gradient Bordeaux,,,4.2143,https://www.macys.com/shop/product/ray-ban-unisex-sunglasses-rb2185-52-wayfarer-ii-classic?ID=9295490&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Bulova,General,Two-Tone,,,,,,4.8033,https://www.macys.com/shop/product/bulova-mens-chronograph-marine-star-two-tone-stainless-steel-bracelet-watch-45mm?ID=4819962&CategoryID=197651,468.75,0,0,0,0,0,0,0,Men,Expensive
Versus Versace,General,Two Tone,,,,,,0,https://www.macys.com/shop/product/versus-by-versace-mens-chrono-lion-modern-round-gold-tone-silver-tone-stainless-steel-bracelet-watch-45mm?ID=13590540&CategoryID=197651,262.5,0,0,0,0,0,0,0,Men,Expensive
Stacy Adams,Shoes,White,Tan,Navy,Black,,,4,https://www.macys.com/shop/product/mens-corby-moccasin-toe-saddle-slip-on-shoes?ID=13510380&CategoryID=197651,67.5,91,91,91,91,0,0,364,Men,Reasonable
Nike,Finish Line Men's Shoes,Black,,,,,,0,https://www.macys.com/shop/product/nike-mens-air-max-95-essential-casual-sneakers-from-finish-line?ID=11045255&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Johnston & Murphy,Shoes,Navy,Gray,Blue,,,,4.0952,https://www.macys.com/shop/product/johnston-murphy-mens-mcguffey-moc-toe-shoes?ID=12543609&CategoryID=197651,89.99,0,1,2,0,0,0,3,Men,Reasonable
Johnston & Murphy,Shoes,Black,Tan,Mahogany,Navy,Sand,,0,https://www.macys.com/shop/product/johnston-murphy-mens-hennings-plain-toe-dress-shoes?ID=14537707&CategoryID=197651,NA,55,55,55,55,55,0,275,Men,NA
Burberry,Sunglasses,BLACK/DARK GREY,GREEN/DARK BROWN,,,,,0,https://www.macys.com/shop/product/burberry-mens-carnaby-sunglasses-be4337-56?ID=12386570&CategoryID=197651,177.8,0,0,0,0,0,0,0,Men,Expensive
Polo Ralph Lauren,Accessories,Nickel/black,,,,,,4.5,https://www.macys.com/shop/product/polo-ralph-lauren-mens-polo-bear-leather-belt?ID=13203265&CategoryID=197651,NA,15,0,0,0,0,0,15,Men,NA
Vince Camuto,Shoes,Black,Cognac,,,,,0,https://www.macys.com/shop/product/vince-camuto-mens-lachlan-loafer?ID=13431750&CategoryID=197651,104.3,45,45,0,0,0,0,90,Men,Expensive
COACH,Accessories,Black,Saddle,Army Green,,,,4,https://www.macys.com/shop/product/coach-mens-3-in-1-sport-wallet?ID=10908447&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
GUESS,Shorts,Dark Abyss,,,,,,0,https://www.macys.com/shop/product/guess-mens-slim-fit-rip-repair-denim-shorts?ID=12118150&CategoryID=197651,NA,6,0,0,0,0,0,6,Men,NA
Citizen,Jewelry & Watches,No Color,,,,,,4.5652,https://www.macys.com/shop/product/citizen-mens-stainless-steel-bracelet-watch-42mm-ag8340-58e?ID=1523974&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Versace,Sunglasses,WHITE,BLACK,,,,,5,https://www.macys.com/shop/product/versace-sunglasses-ve4403-57?ID=11737060&CategoryID=197651,241.5,0,0,0,0,0,0,0,Men,Expensive
Hugo Boss,Shoes,White,,,,,,0,https://www.macys.com/shop/product/hugo-hugo-boss-mens-zero-leather-tennis-sneakers?ID=13431009&CategoryID=197651,NA,1,0,0,0,0,0,1,Men,NA
Calvin Klein,Dress Shirts,Bluebird,,,,,,4.8333,https://www.macys.com/shop/product/calvin-klein-mens-steel-slim-fit-non-iron-performance-stretch-blue-check-dress-shirt?ID=5747361&CategoryID=197651,55.65,45,0,0,0,0,0,45,Men,Reasonable
Citizen,Jewelry & Watches,Two-tone,,,,,,4,https://www.macys.com/shop/product/citizen-mens-quartz-two-tone-stainless-steel-bracelet-watch-42mm?ID=5923522&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Madden Men,Shoes,Black,,,,,,0,https://www.macys.com/shop/product/madden-men-mens-axxill-high-top-sneaker?ID=13386057&CategoryID=197651,50.39,66,0,0,0,0,0,66,Men,Reasonable
Ray-Ban,Sunglasses,Black/Grey,Brown/Green,Black/Green,Tort/Brown,,,4.6784,https://www.macys.com/shop/product/ray-ban-sunglasses-rb2132-new-wayfarer?ID=616188&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Barbour,Sweaters,Navy,Black,Sage Green,,,,4.48,https://www.macys.com/shop/product/barbour-mens-lowerdale-quilted-vest?ID=1719046&CategoryID=197651,NA,10,10,10,0,0,0,30,Men,NA
Macy's,Jewelry & Watches,Gold Over Silver,,,,,,3,https://www.macys.com/shop/product/mens-onyx-diamond-1-20-ct.-t.w.-ring-in-14k-gold-plated-sterling-silver?ID=10944390&CategoryID=197651,111.65,0,0,0,0,0,0,0,Men,Expensive
Society of Threads,Casual Button-Down Shirts,White,,,,,,0,https://www.macys.com/shop/product/society-of-threads-mens-slim-fit-white-performance-shirt?ID=13498366&CategoryID=197651,41.73,10,0,0,0,0,0,10,Men,Reasonable
Macy's,Bracelets,No Color,,,,,,4.5222,https://www.macys.com/shop/product/mens-diamond-bracelet-in-stainless-steel-1-2-ct.-t.w.?ID=466632&CategoryID=197651,420,0,0,0,0,0,0,0,Men,Expensive
Alfani,Dress Shirts,Cape Verde,,,,,,0,https://www.macys.com/shop/product/alfani-mens-regular-fit-solid-dress-shirt-created-for-macys?ID=13738581&CategoryID=197651,16.8,3,0,0,0,0,0,3,Men,Reasonable
Nike,Sports Fan Shop,Royal,,,,,,0,https://www.macys.com/shop/product/mens-nike-royal-los-angeles-dodgers-2021-city-connect-replica-jersey?ID=14081554&CategoryID=197651,NA,6,0,0,0,0,0,6,Men,NA
Timberland,Shoes,Wheat,Black,,,,,4.0952,https://www.macys.com/shop/product/timberland-pro-mens-pit-boss-6-steel-toe-boots?ID=10332271&CategoryID=197651,NA,3,54,0,0,0,0,57,Men,NA
French Connection,Shoes,White,Gray,Navy,,,,0,https://www.macys.com/shop/product/french-connection-mens-nicco-lace-up-athletic-sneakers?ID=14599027&CategoryID=197651,129.5,45,45,45,0,0,0,135,Men,Expensive
G-Shock,General,Black,,,,,,4.52,https://www.macys.com/shop/product/g-shock-mens-analog-digital-black-resin-strap-watch-55mm-ga110-1b?ID=578254&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Dockers,Shoes,Black,,,,,,4.8385,https://www.macys.com/shop/product/dockers-mens-shelter-oxfords?ID=8667004&CategoryID=197651,53.55,45,0,0,0,0,0,45,Men,Reasonable
Polo Ralph Lauren,Pajamas & Robes,Navy,White,Polo Black,,,,4.4717,https://www.macys.com/shop/product/polo-ralph-lauren-mens-sleepwear-soft-cotton-kimono-velour-robe?ID=216603&CategoryID=197651,66.5,1,1,1,0,0,0,3,Men,Reasonable
Perry Ellis,Ties & Pocket Squares,Pink,,,,,,0,https://www.macys.com/shop/product/perry-ellis-mens-caplan-plaid-tie?ID=13732806&CategoryID=197651,15.4,0,0,0,0,0,0,0,Men,Reasonable
G-Shock,General,Black And Silver,,,,,,4.5,https://www.macys.com/shop/product/g-shock-mens-analog-digital-black-resin-strap-52mm?ID=11293958&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Citizen,Jewelry & Watches,No Color,,,,,,4.8333,https://www.macys.com/shop/product/citizen-mens-stainless-steel-bracelet-watch-40mm-bi5010-59e?ID=2468672&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Lugz,Shoes,"Black, Charcoal","Golden Wheat, Bark, Cream, Gum",,,,,4.0094,https://www.macys.com/shop/product/lugz-mens-empire-hi-fashion-boots?ID=13381047&CategoryID=197651,56.69,105,105,0,0,0,0,210,Men,Reasonable
Tommy Bahama,Casual Button-Down Shirts,Continental,,,,,,0,https://www.macys.com/shop/product/tommy-bahama-mens-sand-froncisco-silk-camp-shirt?ID=14423688&CategoryID=197651,NA,15,0,0,0,0,0,15,Men,NA
ID Ideology,Activewear,Charcoal Hthr,Indigo Sea Heather,Deep Black,Stormy Hthr,,,5,https://www.macys.com/shop/product/id-ideology-mens-jersey-open-jogger-pants?ID=13659528&CategoryID=197651,19.13,45,45,45,66,0,0,201,Men,Reasonable
Society of Threads,Casual Button-Down Shirts,Navy,,,,,,4.2222,https://www.macys.com/shop/product/society-of-threads-mens-slim-fit-performance-stretch-gingham-floral-short-sleeve-button-down-shirt?ID=13624430&CategoryID=197651,20.83,10,0,0,0,0,0,10,Men,Reasonable
PRADA,Sunglasses,BLACK/DARK GREY,TORTOISE/DARK BROWN,,,,,2.625,https://www.macys.com/shop/product/prada-mens-sunglasses-pr-19ws-52?ID=12386660&CategoryID=197651,303.1,0,0,0,0,0,0,0,Men,Expensive
Champion,Activewear,Black,White,Oxford Gray,Granite Heeather,Navy,Scarlet,4.4682,https://www.macys.com/shop/product/champion-mens-jersey-muscle-tank?ID=4339222&CategoryID=197651,15,10,10,10,10,10,6,56,Men,Reasonable
Johnston & Murphy,Shoes,Tan,Mahogany,,,,,0,https://www.macys.com/shop/product/johnston-murphy-mens-hawthorn-cap-toe-dress-shoes?ID=14793555&CategoryID=197651,NA,10,55,0,0,0,0,65,Men,NA
ID Ideology,Activewear,Deep Black,Deep Charcoal,Steel Grey,Indigo Sea,,,0,https://www.macys.com/shop/product/id-ideology-mens-moisture-wicking-full-zip-jacket-created-for-macys?ID=13518255&CategoryID=197651,22.31,66,66,66,66,0,0,264,Men,Reasonable
INC International Concepts,Blazers & Sport Coats,Khaki,,,,,,0,https://www.macys.com/shop/product/inc-international-concepts-mens-slim-blazer-created-for-macys?ID=13507275&CategoryID=197651,48.83,10,0,0,0,0,0,10,Men,Reasonable
Oakley,Sunglasses,Black,,,,,,4.0727,https://www.macys.com/shop/product/oakley-mens-sunglasses-oo9363-flak-beta-64?ID=14057876&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Nike,Home,"White, Black",,,,,,5,https://www.macys.com/shop/product/nike-mens-blazer-mid-77-vintage-like-casual-sneakers-from-finish-line?ID=11303859&CategoryID=197651,NA,21,0,0,0,0,0,21,Men,NA
Polo Ralph Lauren,Jeans,Blue,,,,,,4.6897,https://www.macys.com/shop/product/polo-ralph-lauren-mens-sullivan-slim-stretch-jeans?ID=11559215&CategoryID=197651,NA,153,0,0,0,0,0,153,Men,NA
Unlisted,Shoes,Black,Brown,,,,,0,https://www.macys.com/shop/product/unlisted-by-kenneth-cole-mens-pacey-sandals?ID=14315842&CategoryID=197651,15.75,6,13,0,0,0,0,19,Men,Reasonable
Versace,Sunglasses,GOLD/GREY,GOLD/BROWN MIRROR GOLD GRADIENT,PALE GOLD,,,,5,https://www.macys.com/shop/product/versace-mens-sunglasses-0ve2225-60?ID=12375260&CategoryID=197651,241.5,0,0,0,0,0,0,0,Men,Expensive
Citizen,Jewelry & Watches,Silver-tone,,,,,,5,https://www.macys.com/shop/product/citizen-mens-quartz-stainless-steel-bracelet-watch-42mm?ID=5923520&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Caterpillar,"Hats, Gloves & Scarves",Tie Dye Aop-white,,,,,,0,https://www.macys.com/shop/product/local-bucket-hat?ID=14195692&CategoryID=197651,17.5,0,0,0,0,0,0,0,Men,Reasonable
Citizen,General,Silver,,,,,,0,https://www.macys.com/shop/product/citizen-mens-quartz-chronograph-stainless-steel-bracelet-watch-42mm?ID=10483980&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Seiko,Jewelry & Watches,No Color,,,,,,4.46,https://www.macys.com/shop/product/seiko-mens-automatic-presage-black-leather-strap-watch-40.5mm?ID=5865494&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Versace,Sunglasses,Dark Gray,,,,,,5,https://www.macys.com/shop/product/versace-unisex-sunglasses-biggie-53?ID=14205599&CategoryID=197651,241.5,0,0,0,0,0,0,0,Men,Expensive
Seiko,General,Silver,,,,,,4.5833,https://www.macys.com/shop/product/seiko-mens-automatic-prospex-diver-stainless-steel-bracelet-watch-45mm?ID=12365165&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Tommy Hilfiger,General,Medium Grey,,,,,,4.8,https://www.macys.com/shop/product/tommy-hilfiger-mens-blue-silicone-strap-watch-46mm-created-for-macys?ID=6867320&CategoryID=197651,57,0,0,0,0,0,0,0,Men,Reasonable
Levi's,Jeans,Midnight Stretch,Stonewash Stretch - Waterless,,,,,4.3105,https://www.macys.com/shop/product/levis-mens-514-straight-fit-jeans?ID=242235&CategoryID=197651,41.84,444,388,0,0,0,0,832,Men,Reasonable
True Religion,Hoodies & Sweatshirts,Heather Gray,,,,,,0,https://www.macys.com/shop/product/true-religion-mens-anthem-sun-zip-up-hoodie?ID=14362270&CategoryID=197651,83.3,6,0,0,0,0,0,6,Men,Reasonable
French Connection,Shoes,Black,White,Army,Blue,,,0,https://www.macys.com/shop/product/french-connection-mens-may-slip-on-fashion-sneakers?ID=14599029&CategoryID=197651,129.5,45,45,45,45,0,0,180,Men,Expensive
Unlisted,Shoes,Navy,,,,,,0,https://www.macys.com/shop/product/kenneth-cole-unlisted-mens-stand-lace-up-sneakers?ID=14214423&CategoryID=197651,47.6,15,0,0,0,0,0,15,Men,Reasonable
Oakley,Sunglasses,Matte Black,,,,,,4.0727,https://www.macys.com/shop/product/oakley-mens-polarized-sunglasses-flak-beta-64?ID=13646636&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Johnston & Murphy,Shoes,Black,,,,,,4.5543,https://www.macys.com/shop/product/johnston-murphy-mens-activate-u-throat-shoes?ID=12612594&CategoryID=197651,NA,45,0,0,0,0,0,45,Men,NA
Timberland,Shoes,Black Full Grain,,,,,,4.6,https://www.macys.com/shop/product/timberland-mens-redwood-falls-chelsea-boots?ID=12161874&CategoryID=197651,NA,66,0,0,0,0,0,66,Men,NA
Polo Ralph Lauren,Casual Button-Down Shirts,White,Rl 2000 Red,,,,,5,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-big-pony-polo-shirt?ID=13395472&CategoryID=197651,NA,0,1,0,0,0,0,1,Men,NA
Florsheim,Shoes,Black,Black Cherry,,,,,4.4795,https://www.macys.com/shop/product/florsheim-mens-essex-moc-toe-ankle-boot?ID=663912&CategoryID=197651,NA,120,118,0,0,0,0,238,Men,NA
The North Face,Coats & Jackets,Tnf Black/tnf Black/mid Grey,,,,,,4.4959,https://www.macys.com/shop/product/the-north-face-mens-big-tall-venture-2-waterproof-jacket?ID=10511251&CategoryID=197651,NA,3,0,0,0,0,0,3,Men,NA
Hybrid,T-Shirts,Grey,,,,,,2.8571,https://www.macys.com/shop/product/mickey-mens-graphic-t-shirt?ID=10529744&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXT-93226546-9e30-4357-98fa-fb95366cb3b6%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2410529744~xcm_pos~zPos6~xcm_srcCatID~z30423,10.49,10,0,0,0,0,0,10,Men,Reasonable
Perry Ellis Portfolio,Accessories,BLACK,BROWN,LUGGAGE,Black,,,4.3654,https://www.macys.com/shop/product/perry-ellis-portfolio-mens-leather-braided-belt?ID=1083817,31.18,15,21,24,6,0,0,66,Men,Reasonable
Perry Ellis Portfolio,Accessories,Black,,,,,,4.6557,https://www.macys.com/shop/product/perry-ellis-portfolio-mens-matte-black-reversible-buckle-leather-belt?ID=1404818,31.18,28,0,0,0,0,0,28,Men,Reasonable
Perry Ellis Portfolio,Accessories,Black/Brown,,,,,,3.6667,https://www.macys.com/shop/product/mens-cut-edge-reversible-leather-belt?ID=6484715,31.18,21,0,0,0,0,0,21,Men,Reasonable
Perry Ellis Portfolio,Accessories,Black,,,,,,3.8462,https://www.macys.com/shop/product/mens-casual-pebble-leather-belt?ID=6484720,31.18,21,0,0,0,0,0,21,Men,Reasonable
Perry Ellis Portfolio,Accessories,Black,White,Khaki,Navy,Black/Grey,,4.5269,https://www.macys.com/shop/product/mens-webbed-leather-trim-belt?ID=4414743,31.18,3,3,3,3,3,0,15,Men,Reasonable
Society of Threads,Casual Button-Down Shirts,Red,,,,,,4.2222,https://www.macys.com/shop/product/society-of-threads-mens-slim-fit-performance-stretch-floral-print-short-sleeve-button-down-shirt?ID=13700347&CategoryID=197651,20.83,10,0,0,0,0,0,10,Men,Reasonable
Macy's,Necklaces,Yellow,,,,,,5,https://www.macys.com/shop/product/wheat-link-18-chain-necklace-1.3mm-in-18k-gold?ID=7111655&CategoryID=197651,840,0,0,0,0,0,0,0,Men,Expensive
Stacy Adams,Shoes,White,Sienna,,,,,4.6667,https://www.macys.com/shop/product/stacy-adams-mens-ibiza-woven-vamp-mocassin-toe-slip-on-shoe?ID=12218175&CategoryID=197651,67.5,10,20,0,0,0,0,30,Men,Reasonable
Versace,Sunglasses,GOLD/LIGHT BROWN MIRROR GOLD,GOLD/GREY,,,,,4.8,https://www.macys.com/shop/product/versace-sunglasses-ve2207q-38?ID=8305396&CategoryID=197651,231.7,0,0,0,0,0,0,0,Men,Expensive
ID Ideology,Activewear,Deep Black,Deep Charcoal,Stormy Heather,Navy Blazer,Bright White,Deep Cobalt,4.1667,https://www.macys.com/shop/product/id-ideology-mens-regular-fit-solid-full-zip-hoodie-created-for-macys?ID=12955308&CategoryID=197651,25.5,72,72,72,15,82,82,477,Men,Reasonable
Bulova,General,No Color,,,,,,4.7,https://www.macys.com/shop/product/bulova-mens-chronograph-marine-star-blue-leather-silicone-strap-watch-43mm?ID=5407010&CategoryID=197651,371.25,0,0,0,0,0,0,0,Men,Expensive
HUGO,Suits & Tuxedos,Blue Check,,,,,,0,https://www.macys.com/shop/product/hugo-hugo-boss-mens-modern-fit-blue-check-suit-jacket?ID=13696502,311.5,10,0,0,0,0,0,10,Men,Expensive
HUGO,Suits & Tuxedos,Blue Check,,,,,,0,https://www.macys.com/shop/product/hugo-hugo-boss-mens-modern-fit-blue-check-suit-pants?ID=13733659,138.6,3,0,0,0,0,0,3,Men,Expensive
Hugo Boss,Hugo Boss,Black,,,,,,0,https://www.macys.com/shop/product/boss-mens-pure-cotton-polo-shirt?ID=14514742&CategoryID=197651,68.6,15,0,0,0,0,0,15,Men,Reasonable
Levi's,Jeans,Rosefinch,True Chino,,,,,4.375,https://www.macys.com/shop/product/levis-mens-big-tall-502-taper-jeans?ID=6461053&CategoryID=197651,47.86,382,447,0,0,0,0,829,Men,Reasonable
Taft,Shoes,Coffee,,,,,,0,https://www.macys.com/shop/product/mens-the-prince-shoes?ID=14015011&CategoryID=197651,NA,10,0,0,0,0,0,10,Men,NA
Vogue Eyewear,Sunglasses,YELLOW HAVANA/DARK GREEN,GREY TRANSPARENT/DARK BLUE,DARK HAVANA/DARK BROWN,,,,1,https://www.macys.com/shop/product/vogue-eyewear-sunglasses-vo5330s-46?ID=10559191&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Madden Men,Shoes,Black Canvas,Red Canvas,,,,,0,https://www.macys.com/shop/product/madden-men-mens-anddor-strap-sandal?ID=13431378&CategoryID=197651,14,66,66,0,0,0,0,132,Men,Reasonable
Buffalo David Bitton,Jeans,Indigo,,,,,,0,https://www.macys.com/shop/product/mens-straight-six-sanded-future-fiber-jeans?ID=13738596&CategoryID=197651,90.3,276,0,0,0,0,0,276,Men,Reasonable
Ray-Ban,Sunglasses,BLACK/GREEN POLAR,TORTOISE/GREEN POLAR,,,,,4.4745,https://www.macys.com/shop/product/ray-ban-polarized-sunglasses-rb3016-clubmaster?ID=800910&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Fifth Sun,T-Shirts,Black,,,,,,0,https://www.macys.com/shop/product/fifth-sun-star-wars-mens-chewie-cutie-pocket-short-sleeve-t-shirt?ID=10583051&tdp=cm_app~zMCOM-NAVAPP~xcm_zone~zBROWSE_ZONE_C~xcm_choiceId~zcidMDKMXT-93226546-9e30-4357-98fa-fb95366cb3b6%40HC3%40Our%2Btop%2Bdeals%2B%2526%2Bpicks%24197651%2410583051~xcm_pos~zPos3~xcm_srcCatID~z30423,17.49,10,0,0,0,0,0,10,Men,Reasonable
Versace,Sunglasses,BLACK / GREY,,,,,,5,https://www.macys.com/shop/product/versace-sunglasses-ve4359-55?ID=7046512&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Steve Madden,Shoes,Black Leather,Tan Leather,,,,,0,https://www.macys.com/shop/product/steve-madden-mens-tasher-oxford-dress-shoes?ID=14708563&CategoryID=197651,NA,6,4,0,0,0,0,10,Men,NA
Adrianna Papell,Dresses,Burgundy Multi,,,,,,0,https://www.macys.com/shop/product/adrianna-papell-Generals-printed-tie-waist-long-sleeve-dress?ID=14751248&CategoryID=188851,174.3,35,0,0,0,0,0,35,Women,Expensive
Connected,Dresses,Violet,,,,,,5,https://www.macys.com/shop/product/connected-Generals-sarong-style-sheath-dress?ID=14448083&CategoryID=188851,48.3,20,0,0,0,0,0,20,Women,Reasonable
Jessica Howard,Dresses,Navy Multi,,,,,,0,https://www.macys.com/shop/product/jessica-howard-petite-printed-ruched-sleeve-belted-dress?ID=14729229&CategoryID=188851,76.3,14,0,0,0,0,0,14,Women,Reasonable
Alfani,Sweaters,Deep Black,Light Greystone,Cedar Balsam,Rich Malbec,,,4.6667,https://www.macys.com/shop/product/alfani-Generals-shine-ribbed-v-neck-sweater-created-for-macys?ID=14011844&CategoryID=188851,41.65,14,15,15,15,0,0,59,Women,Reasonable
